,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
D155_y,304.255,302.094,302.485,303.625,308.797,305.403,304.129,304.127,304.114,304.049,303.982,303.901,303.898,303.895,303.892,303.738,303.734,303.73,303.726,303.72,303.718,303.722,303.721,303.72,303.72,303.716,303.608,303.494,303.436,303.433,303.429,303.421,303.379,303.355,303.332,303.309,303.283,303.258,303.234,303.213,303.194,303.186,303.181,303.183,303.192,303.202,303.213,303.224,303.234,303.243
D156_x,76.1692,73.081,73.0629,72.5784,72.6037,72.6418,72.6799,72.7181,72.7563,72.7946,72.8329,72.8712,72.9095,72.9479,72.9864,73.0248,73.0633,73.1018,73.1404,73.179,73.2176,73.2562,73.2949,73.3336,73.3723,73.4111,73.4498,73.4886,73.5275,73.5663,73.6051,73.644,73.6829,73.7218,73.7607,73.7996,73.8385,73.8775,73.9164,73.9553,73.9942,74.0332,74.0721,74.111,74.1498,74.1887,74.2275,74.2663,74.3051,74.3438
D156_y,405.877,407.755,408.297,408.657,408.696,408.705,408.713,408.721,408.729,408.737,408.745,408.752,408.76,408.767,408.774,408.78,408.787,408.793,408.799,408.805,408.81,408.816,408.821,408.825,408.83,408.834,408.838,408.842,408.846,408.849,408.852,408.855,408.857,408.859,408.861,408.862,408.863,408.864,408.865,408.865,408.865,408.864,408.864,408.862,408.861,408.859,408.857,408.854,408.851,408.847
D157_x,434.275,437.857,432.931,432.094,431.65,431.65,431.65,431.65,431.65,431.65,431.65,431.63,431.685,431.718,431.735,431.726,431.717,431.707,431.697,431.688,431.678,431.669,431.67,431.662,431.657,431.652,431.65,431.647,431.646,431.645,431.644,431.644,431.643,431.643,431.643,431.684,431.813,432.119,432.79,433.487,433.577,433.58,433.58,433.58,433.58,433.58,433.58,433.58,433.58,433.58
D157_y,290.517,290.57,297.797,297.168,297.356,297.356,297.356,297.356,297.356,297.356,297.356,297.369,297.333,297.311,297.3,297.306,297.312,297.319,297.325,297.331,297.338,297.344,297.343,297.348,297.352,297.355,297.357,297.358,297.359,297.36,297.36,297.36,297.361,297.361,297.361,297.334,297.25,297.062,296.692,296.133,296.355,296.386,296.386,296.386,296.386,296.386,296.386,296.386,296.386,296.386
D158_x,415.624,416.33,416.097,416.616,419.909,424.241,423.831,423.663,423.41,422.808,422.197,422.362,422.861,423.193,423.361,423.393,423.4,423.38,423.335,423.272,423.222,423.16,423.13,423.008,422.92,422.842,422.738,422.669,422.567,422.436,422.267,422.074,421.867,421.656,421.442,421.198,420.927,420.588,420.175,420.508,421.763,422.145,422.765,423.336,423.489,423.527,423.543,423.549,423.551,423.551
D158_y,283.616,284.415,284.9,284.492,285.944,288.347,288.463,288.599,288.884,289.363,289.683,289.06,288.64,288.55,288.57,288.624,288.649,288.685,288.746,288.822,288.871,288.952,288.965,289.228,289.529,289.758,289.932,290.015,290.139,290.307,290.531,290.805,291.118,291.461,291.839,291.983,292.056,292.272,293.023,295.154,296.654,298.356,300.581,301.829,302.107,302.174,302.201,302.212,302.214,302.215
D159_x,48.7441,48.798,48.783,48.771,48.7668,48.7655,48.7652,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651,48.7651
D159_y,11.7618,8.8821,7.84467,7.44884,7.3292,7.29594,7.28691,7.28448,7.28383,7.28365,7.28361,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359,7.28359
D160_x,17.3764,17.3798,18.0821,19.1287,19.166,19.2386,19.2867,19.3022,19.2793,19.2319,19.1723,19.1236,19.084,19.0444,19.0048,18.9651,18.9255,18.8859,18.8462,18.8066,18.7669,18.7273,18.6877,18.648,18.6084,18.5687,18.5291,18.4895,18.4498,18.4102,18.3706,18.331,18.2914,18.2518,18.2122,18.1726,18.1331,18.0935,18.054,18.0144,17.9749,17.9354,17.8959,17.8564,17.8169,17.7774,17.7379,17.6985,17.6591,17.6196
D160_y,409.417,409.606,407.884,404.095,403.819,403.398,402.964,402.644,402.473,402.401,402.381,402.377,402.376,402.374,402.372,402.37,402.368,402.365,402.363,402.36,402.357,402.355,402.351,402.348,402.345,402.341,402.338,402.334,402.33,402.326,402.322,402.318,402.313,402.309,402.304,402.299,402.294,402.289,402.284,402.279,402.274,402.268,402.263,402.257,402.251,402.245,402.239,402.233,402.227,402.22
D161_x,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428,80.7428
D161_y,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075,74.075
D162_x,133.978,135.785,136.2,136.2,136.2,136.36,136.973,137.556,137.819,137.89,137.941,137.794,137.668,137.609,137.611,137.649,137.574,137.467,137.354,137.24,137.125,137.013,136.908,136.814,136.732,136.657,136.591,136.54,136.499,136.467,136.44,136.417,136.398,136.381,136.365,136.35,136.336,136.315,136.304,136.299,136.467,136.618,136.711,136.774,136.82,136.856,136.886,136.912,136.934,136.954
D162_y,303.732,305.047,304.881,304.881,304.881,304.83,304.755,304.733,304.722,304.728,304.737,304.887,305.116,305.408,305.734,306.05,306.163,306.191,306.189,306.171,306.142,306.104,306.059,306.012,305.965,305.927,305.893,305.861,305.834,305.814,305.799,305.788,305.781,305.776,305.772,305.77,305.768,305.77,305.765,305.759,305.798,305.833,305.855,305.869,305.884,305.899,305.912,305.923,305.933,305.942
D163_x,359.673,360.12,360.211,360.228,360.244,360.26,360.276,360.292,360.307,360.321,360.336,360.35,360.364,360.377,360.39,360.403,360.415,360.428,360.439,360.451,360.462,360.473,360.484,360.494,360.505,360.514,360.524,360.533,360.542,360.551,360.56,360.568,360.577,360.584,360.592,360.6,360.607,360.614,360.621,360.628,360.634,360.641,360.647,360.653,360.659,360.664,360.67,360.675,360.681,360.686
D163_y,124.327,122.906,122.694,122.658,122.622,122.585,122.549,122.512,122.476,122.439,122.402,122.366,122.329,122.292,122.255,122.219,122.182,122.145,122.109,122.072,122.035,121.999,121.962,121.926,121.889,121.853,121.817,121.781,121.745,121.709,121.673,121.637,121.602,121.566,121.53,121.495,121.46,121.425,121.39,121.355,121.32,121.285,121.251,121.217,121.182,121.148,121.114,121.08,121.046,121.013
D164_x,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271,39.0271
D164_y,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374,60.7374
D165_x,334.579,335.738,335.25,335.129,335.126,335.123,335.12,335.117,335.114,335.11,335.106,335.101,335.103,335.104,335.105,335.106,335.107,335.108,335.109,335.11,335.112,335.113,335.114,335.115,335.116,335.118,335.119,335.12,335.122,335.123,335.125,335.126,335.128,335.129,335.131,335.133,335.134,335.136,335.138,335.14,335.142,335.144,335.146,335.148,335.15,335.152,335.154,335.156,335.158,335.161
D165_y,48.9236,46.3092,44.2439,42.5067,42.3593,42.2366,42.1499,42.0797,42.0255,41.9832,41.9456,41.9097,41.8852,41.8601,41.8348,41.8094,41.7841,41.7621,41.7411,41.7209,41.7012,41.6821,41.663,41.644,41.6249,41.6059,41.5869,41.5679,41.5489,41.5299,41.5109,41.492,41.473,41.4541,41.4352,41.4163,41.3974,41.3785,41.3596,41.3407,41.3219,41.3031,41.2842,41.2654,41.2466,41.2278,41.2091,41.1903,41.1716,41.1528
D166_x,369.938,369.621,369.561,369.641,369.601,369.515,369.452,369.397,369.365,369.35,369.336,369.321,369.306,369.122,368.792,368.491,367.879,367.26,366.817,366.686,366.632,366.612,366.558,366.466,366.335,366.253,366.179,366.143,366.104,366.066,366.028,365.991,365.953,365.915,365.878,365.841,365.805,365.768,365.756,365.748,365.749,365.752,365.755,365.758,365.76,365.761,365.762,365.763,365.765,365.766
D166_y,195.58,200.779,200.767,200.748,200.756,200.725,200.713,200.717,200.723,200.736,200.75,200.763,200.777,200.621,200.61,200.592,200.546,200.467,200.388,200.353,200.331,200.338,200.314,200.264,200.226,200.197,200.17,200.17,200.172,200.174,200.174,200.173,200.173,200.172,200.172,200.169,200.166,200.163,200.18,200.201,200.229,200.258,200.286,200.314,200.339,200.364,200.388,200.412,200.436,200.461
D167_x,409.38,409.167,408.712,408.197,407.926,407.772,407.783,407.801,407.811,407.814,407.809,407.798,407.784,407.768,407.751,407.731,407.711,407.69,407.669,407.651,407.635,407.622,407.611,407.603,407.596,407.591,407.588,407.586,407.584,407.581,407.579,407.577,407.574,407.572,407.569,407.566,407.564,407.561,407.558,407.555,407.553,407.55,407.564,407.603,407.65,407.69,407.756,407.851,407.973,408.119
D167_y,89.6893,90.3127,90.4399,90.1207,90.2566,90.239,90.2743,90.2927,90.3065,90.3217,90.3594,90.4234,90.4987,90.5848,90.681,90.786,90.8984,91.0147,91.1304,91.2387,91.3367,91.4225,91.4956,91.5565,91.6061,91.6457,91.6765,91.7022,91.728,91.7538,91.7796,91.8055,91.8315,91.8576,91.8837,91.9099,91.9361,91.9625,91.9888,92.0153,92.0418,92.0683,92.066,92.0205,91.9608,91.9805,92.0062,92.0357,92.0681,92.1022
D168_x,21.1521,20.8202,20.7898,20.5299,20.2378,19.9791,19.7996,19.687,19.6135,19.5594,19.5155,19.4801,19.4462,19.413,19.3797,19.3463,19.3127,19.2791,19.2453,19.2115,19.1775,19.1434,19.1092,19.0749,19.0405,19.006,18.9714,18.9367,18.902,18.8671,18.8321,18.797,18.7618,18.7266,18.6912,18.6558,18.6203,18.5847,18.549,18.509,18.4728,18.4368,18.4007,18.377,18.3506,18.3231,18.2987,18.2752,18.2519,18.2285
D168_y,429.276,430.393,430.418,431.241,432.113,432.824,433.274,433.526,433.67,433.76,433.822,433.861,433.895,433.928,433.96,433.992,434.024,434.056,434.088,434.12,434.151,434.182,434.214,434.245,434.276,434.306,434.337,434.367,434.398,434.428,434.458,434.488,434.518,434.547,434.577,434.606,434.635,434.664,434.693,434.732,434.762,434.79,434.818,434.851,434.89,434.932,434.967,434.998,435.029,435.06
D169_x,175.491,177.428,178.174,178.174,177.949,177.677,177.736,177.809,177.827,177.84,177.846,177.848,177.849,177.849,177.85,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851,177.851
D169_y,32.0652,29.4419,25.6849,25.6849,25.9947,26.6017,26.3722,26.2477,26.2163,26.1926,26.1824,26.1782,26.1768,26.1766,26.1739,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721,26.1721
D170_x,43.1357,43.1774,43.1758,43.1692,43.1626,43.156,43.1492,43.1424,43.1325,43.1225,43.1123,43.102,43.0915,43.0809,43.0701,43.0592,43.048,43.0368,43.0254,43.0138,43.0021,42.9902,42.9781,42.9659,42.9535,42.941,42.9283,42.9155,42.9025,42.8893,42.876,42.8625,42.8489,42.835,42.8211,42.8069,42.7927,42.7782,42.7636,42.7488,42.7339,42.7188,42.7035,42.6881,42.6725,42.6568,42.6408,42.6248,42.6085,42.5921
D170_y,447.817,447.853,447.874,447.893,447.912,447.931,447.949,447.968,448.007,448.045,448.084,448.122,448.161,448.199,448.237,448.275,448.314,448.352,448.39,448.428,448.466,448.504,448.542,448.58,448.618,448.655,448.693,448.731,448.768,448.806,448.843,448.881,448.918,448.956,448.993,449.03,449.067,449.104,449.141,449.178,449.215,449.252,449.289,449.326,449.362,449.399,449.435,449.472,449.508,449.544
D171_x,239.667,239.69,239.709,239.729,239.749,239.768,239.788,239.808,239.827,239.847,239.866,239.886,239.905,239.925,239.944,239.964,239.983,240.002,240.022,240.041,240.06,240.079,240.098,240.117,240.137,240.156,240.175,240.194,240.213,240.231,240.25,240.269,240.288,240.307,240.325,240.344,240.363,240.381,240.4,240.418,240.437,240.455,240.473,240.492,240.51,240.528,240.546,240.564,240.583,240.601
D171_y,165.293,165.291,165.288,165.284,165.281,165.277,165.273,165.269,165.265,165.261,165.257,165.252,165.248,165.243,165.238,165.233,165.228,165.223,165.218,165.212,165.207,165.201,165.195,165.19,165.184,165.178,165.171,165.165,165.159,165.152,165.145,165.139,165.132,165.125,165.118,165.11,165.103,165.096,165.088,165.08,165.073,165.065,165.057,165.049,165.041,165.033,165.024,165.016,165.007,164.999
D172_x,418.486,418.714,421.328,422.625,423.246,423.366,423.387,423.465,423.471,423.505,423.542,423.561,423.576,423.584,423.59,423.584,423.573,423.562,423.548,423.533,423.518,423.503,423.489,423.474,423.459,423.444,423.43,423.415,423.4,423.385,423.37,423.355,423.341,423.326,423.311,423.296,423.281,423.266,423.251,423.236,423.221,423.206,423.191,423.177,423.162,423.147,423.132,423.117,423.102,423.087
D172_y,415.88,415.782,415.327,415.06,414.915,414.86,414.824,414.771,414.796,414.83,414.856,414.884,414.904,414.915,414.909,414.894,414.875,414.857,414.843,414.83,414.816,414.803,414.789,414.776,414.762,414.749,414.735,414.722,414.709,414.695,414.682,414.668,414.655,414.642,414.628,414.615,414.602,414.588,414.575,414.562,414.548,414.535,414.522,414.508,414.495,414.482,414.469,414.455,414.442,414.429
D173_x,147.842,148.571,148.875,148.981,149.13,149.251,149.269,149.174,148.953,148.593,148.166,147.854,147.354,146.587,145.8,145.448,145.467,145.488,145.507,145.525,145.543,145.56,145.576,145.591,145.605,145.619,145.631,145.643,145.653,145.663,145.672,145.681,145.688,145.695,145.701,145.707,145.712,145.717,145.721,145.725,145.729,145.732,145.734,145.737,145.741,145.745,145.75,145.754,145.758,145.762
D173_y,11.6881,13.0166,14.9543,14.7763,14.5339,13.822,12.938,11.9558,10.8839,9.76096,8.78803,8.19814,7.39499,6.39106,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
D174_x,46.1923,46.1676,46.1474,46.1272,46.1069,46.0867,46.0663,46.046,46.0256,46.0051,45.9847,45.9642,45.9438,45.9233,45.9028,45.8823,45.8617,45.8409,45.8206,45.8004,45.74,45.678,45.6229,45.5734,45.5363,45.5119,45.4868,45.4628,45.4396,45.4171,45.3951,45.3737,45.3528,45.3323,45.3053,45.2825,45.2511,45.2199,45.189,45.1584,45.1281,45.0981,45.0683,45.0387,45.0094,44.9804,44.9516,44.923,44.8947,44.8666
D174_y,268.474,268.498,268.517,268.536,268.555,268.574,268.593,268.612,268.632,268.651,268.671,268.69,268.71,268.73,268.75,268.77,268.79,268.81,268.83,268.85,268.836,268.823,268.815,268.812,268.819,268.825,268.83,268.836,268.843,268.85,268.857,268.866,268.874,268.883,268.887,268.894,268.894,268.895,268.896,268.897,268.899,268.9,268.902,268.904,268.906,268.909,268.912,268.915,268.918,268.921
D175_x,410.232,408.703,408.629,408.412,408.086,407.86,407.799,407.757,407.773,407.79,407.808,407.825,407.843,407.86,407.878,407.856,407.789,407.694,407.582,407.452,407.281,407.081,406.866,406.657,406.541,406.448,406.361,406.278,406.196,406.117,406.039,405.964,405.893,405.825,405.762,405.71,405.664,405.622,405.583,405.546,405.512,405.481,405.453,405.427,405.403,405.381,405.359,405.339,405.326,405.31
D175_y,182.223,179.817,179.648,179.22,178.918,178.785,178.613,178.475,178.446,178.419,178.393,178.366,178.339,178.313,178.286,178.304,178.326,178.366,178.416,178.473,178.559,178.674,178.809,178.947,179.022,179.077,179.135,179.191,179.248,179.304,179.361,179.416,179.47,179.523,179.572,179.612,179.646,179.678,179.707,179.734,179.759,179.781,179.801,179.818,179.834,179.849,179.863,179.875,179.88,179.888
D176_x,14.1548,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3561,17.3631,17.3673,17.3693,17.3702,17.3706,17.3709,17.3711,17.3713,17.3714,17.3715,17.3716,17.3717,17.3718,17.3718,17.3719,17.3719,17.372,17.3721,17.3721,17.3722,17.3722,17.3722,17.3723,17.3723,17.3723,17.3724,17.3724,17.3724,17.3725
D176_y,188.572,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.852,188.925,188.971,188.992,189.003,189.008,189.011,189.013,189.015,189.016,189.018,189.019,189.02,189.02,189.021,189.022,189.023,189.023,189.024,189.025,189.025,189.026,189.026,189.026,189.027,189.027,189.028,189.028,189.028,189.029
D177_x,184.662,191.837,193.929,194.04,193.988,194.322,195.17,195.696,195.978,196.109,196.252,196.275,196.256,196.233,196.216,196.204,196.203,196.208,196.218,196.229,196.242,196.256,196.268,196.279,196.289,196.298,196.307,196.315,196.324,196.333,196.341,196.348,196.355,196.363,196.37,196.38,196.389,196.397,196.405,196.412,196.42,196.428,196.435,196.442,196.448,196.456,196.471,196.487,196.502,196.518
D177_y,216.947,218.173,219.48,219.678,219.835,220.022,220.242,220.219,220.198,220.323,220.504,220.678,220.792,220.866,220.91,220.937,220.958,220.981,221.008,221.039,221.075,221.115,221.158,221.201,221.243,221.286,221.328,221.369,221.407,221.445,221.483,221.521,221.559,221.597,221.635,221.675,221.715,221.755,221.794,221.834,221.871,221.91,221.948,221.986,222.024,222.058,222.075,222.091,222.105,222.119
D178_x,265.259,265.156,265.097,265.053,264.979,264.863,264.738,264.624,264.526,264.437,264.351,264.266,264.203,264.139,264.078,264.018,263.962,263.908,263.857,263.81,263.767,263.727,263.69,263.656,263.626,263.597,263.571,263.547,263.525,263.504,263.484,263.466,263.449,263.433,263.418,263.403,263.39,263.377,263.364,263.352,263.341,263.33,263.319,263.31,263.302,263.294,263.288,263.282,263.276,263.271
D178_y,184.575,183.791,183.397,183.127,183.011,182.981,182.983,183.013,183.027,183.023,183.014,183.004,182.995,182.987,182.979,182.972,182.965,182.959,182.953,182.948,182.944,182.939,182.936,182.932,182.928,182.925,182.921,182.918,182.915,182.912,182.909,182.906,182.903,182.9,182.897,182.895,182.892,182.889,182.886,182.884,182.881,182.879,182.876,182.875,182.873,182.872,182.87,182.869,182.867,182.866
D179_x,333.26,332.47,332.436,332.444,332.451,332.46,332.469,332.477,332.485,332.493,332.501,332.51,332.523,332.514,332.498,332.487,332.476,332.461,332.44,332.411,332.373,332.325,332.271,332.222,332.195,332.206,332.224,332.244,332.266,332.272,332.267,332.261,332.254,332.247,332.24,332.232,332.224,332.217,332.21,332.202,332.194,332.186,332.177,332.166,332.156,332.144,332.133,332.121,332.109,332.097
D179_y,357.824,357.987,358.07,358.134,358.179,358.235,358.291,358.336,358.379,358.423,358.466,358.509,358.518,358.514,358.509,358.509,358.511,358.509,358.501,358.485,358.458,358.421,358.378,358.341,358.33,358.362,358.402,358.444,358.486,358.51,358.527,358.544,358.56,358.576,358.593,358.61,358.626,358.641,358.656,358.671,358.686,358.7,358.714,358.728,358.741,358.754,358.767,358.78,358.794,358.808
D180_x,417.616,422.666,422.657,422.576,422.405,422.203,421.929,421.753,421.623,421.595,421.557,421.511,421.457,421.394,421.322,421.242,421.156,421.066,420.978,420.894,420.817,420.748,420.688,420.635,420.591,420.553,420.522,420.497,420.476,420.459,420.447,420.436,420.425,420.413,420.408,420.416,420.425,420.433,420.442,420.451,420.459,420.468,420.477,420.485,420.494,420.503,420.511,420.52,420.529,420.537
D180_y,52.9773,58.3763,58.3629,58.3932,58.4738,58.5698,58.7022,58.9578,59.2189,59.2646,59.3278,59.4048,59.4945,59.5963,59.7092,59.8308,59.9572,60.0832,60.2012,60.3074,60.3997,60.4771,60.5402,60.5901,60.6279,60.6552,60.673,60.6828,60.6858,60.6832,60.6755,60.6651,60.6545,60.6438,60.6372,60.6178,60.5983,60.5789,60.5593,60.5398,60.5201,60.5005,60.4808,60.4611,60.4413,60.4215,60.4016,60.3817,60.3618,60.3418
D181_x,122.12,122.021,121.155,120.466,119.939,119.7,119.607,119.589,119.566,119.55,119.534,119.518,119.502,119.486,119.47,119.454,119.438,119.422,119.406,119.39,119.374,119.358,119.342,119.326,119.31,119.294,119.278,119.263,119.247,119.231,119.215,119.199,119.184,119.168,119.152,119.136,119.121,119.105,119.089,119.074,119.058,119.042,119.027,119.011,118.996,118.98,118.964,118.964,118.964,118.964
D181_y,140.735,141.4,141.977,142.399,142.703,142.826,142.861,142.85,142.842,142.831,142.819,142.807,142.795,142.783,142.771,142.759,142.747,142.735,142.723,142.711,142.699,142.687,142.675,142.663,142.65,142.638,142.626,142.614,142.602,142.589,142.577,142.565,142.552,142.54,142.528,142.515,142.503,142.491,142.478,142.466,142.453,142.441,142.428,142.416,142.403,142.391,142.378,142.378,142.378,142.378
D182_x,423.442,425.125,432.003,432.013,431.031,431.001,431.365,431.689,431.805,431.861,431.985,432.143,432.2,432.192,432.164,432.13,432.095,432.064,432.04,432.023,432.012,432.008,432.007,432.01,432.016,432.024,432.035,432.048,432.062,432.079,432.1,432.122,432.146,432.171,432.199,432.222,432.244,432.267,432.289,432.311,432.334,432.356,432.379,432.401,432.424,432.446,432.469,432.492,432.514,432.537
D182_y,63.3484,59.5067,61.4725,61.4818,61.3029,61.4444,61.6499,61.7751,61.7887,61.7841,61.7956,61.817,61.8148,61.7961,61.7723,61.7472,61.7199,61.6937,61.6692,61.6465,61.6255,61.6057,61.5869,61.5688,61.5514,61.5346,61.5182,61.5023,61.4867,61.4715,61.4575,61.4434,61.4297,61.4165,61.4038,61.3825,61.3608,61.3391,61.3173,61.2955,61.2737,61.2519,61.2301,61.2082,61.1863,61.1644,61.1425,61.1206,61.0986,61.0767
D183_x,429.145,429.139,429.087,429.051,429.045,429.038,429.032,429.025,429.019,429.013,429.006,429.0,428.994,428.987,428.981,428.974,428.968,428.962,428.955,428.949,428.943,428.936,428.93,428.924,428.917,428.911,428.905,428.898,428.892,428.886,428.879,428.873,428.867,428.86,428.854,428.848,428.842,428.835,428.829,428.823,428.816,428.81,428.902,428.902,428.902,428.902,428.902,428.902,428.902,428.902
D183_y,485.42,485.422,485.437,485.447,485.449,485.451,485.453,485.455,485.457,485.458,485.46,485.462,485.464,485.466,485.467,485.469,485.471,485.472,485.474,485.476,485.477,485.479,485.481,485.482,485.484,485.486,485.487,485.489,485.49,485.492,485.494,485.495,485.497,485.498,485.5,485.501,485.503,485.504,485.506,485.507,485.508,485.51,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2
D184_x,380.038,379.481,379.481,379.481,379.478,379.456,379.443,379.433,379.427,379.422,379.42,379.418,379.417,379.416,379.415,379.415,379.414,379.414,379.414,379.414,379.414,379.413,379.413,379.413,379.413,379.413,379.413,379.412,379.412,379.412,379.412,379.411,379.411,379.411,379.41,379.41,379.41,379.41,379.409,379.409,379.409,379.409,379.409,379.408,379.408,379.408,379.408,379.407,379.407,379.407
D184_y,402.94,401.189,401.189,401.189,401.178,401.064,400.987,400.933,400.899,400.873,400.855,400.846,400.84,400.835,400.83,400.827,400.824,400.823,400.821,400.82,400.819,400.819,400.818,400.818,400.817,400.815,400.813,400.812,400.81,400.808,400.807,400.805,400.804,400.802,400.8,400.799,400.797,400.796,400.794,400.793,400.791,400.79,400.788,400.787,400.786,400.784,400.783,400.782,400.78,400.779
D185_x,329.081,328.991,328.951,328.914,328.878,328.841,328.804,328.767,328.73,328.694,328.657,328.62,328.583,328.546,328.509,328.472,328.435,328.398,328.361,328.324,328.287,328.25,328.213,328.176,328.139,328.102,328.065,328.028,327.991,327.954,327.917,327.88,327.843,327.806,327.769,327.732,327.695,327.657,327.62,327.583,327.546,327.509,327.472,327.435,327.398,327.361,327.324,327.287,327.25,327.213
D185_y,146.804,146.78,146.794,146.809,146.824,146.839,146.854,146.869,146.884,146.899,146.915,146.93,146.945,146.96,146.975,146.99,147.005,147.02,147.035,147.05,147.065,147.08,147.095,147.11,147.125,147.14,147.155,147.17,147.185,147.2,147.215,147.23,147.245,147.26,147.275,147.29,147.305,147.32,147.335,147.35,147.365,147.38,147.395,147.41,147.425,147.441,147.456,147.471,147.486,147.501
D186_x,91.9,91.8967,91.8967,91.8967,91.8957,91.8948,91.8938,91.893,91.8922,91.8915,91.8909,91.8903,91.8899,91.8895,91.8893,91.889,91.8888,91.8887,91.8886,91.8885,91.8884,91.8884,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883,91.8883
D186_y,357.938,357.925,357.925,357.925,357.918,357.911,357.904,357.897,357.891,357.885,357.881,357.876,357.873,357.87,357.868,357.866,357.865,357.864,357.863,357.862,357.862,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861,357.861
