,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
D1283_y,202.864,203.791,204.697,204.695,204.718,204.736,204.764,204.786,204.808,204.818,204.827,204.837,204.847,204.692,204.676,204.763,204.864,205.061,204.91,204.995,205.038,205.055,204.78,204.17,203.669,203.218,203.004,202.977,202.989,202.994,202.997,203.0,203.003,203.008,203.012,203.017,203.021,203.025,203.03,203.034,203.038,203.042,203.046,203.05,203.053,203.057,203.061,203.064,203.068,203.071
D1284_x,108.314,108.573,107.127,107.182,107.229,107.271,107.31,107.33,107.35,107.37,107.39,107.429,107.47,107.511,107.55,107.589,107.609,107.629,107.649,107.669,107.689,107.709,107.729,107.749,107.769,107.788,107.808,107.828,107.848,107.868,107.888,107.908,107.927,107.947,107.967,107.987,108.007,108.277,108.81,109.218,109.19,109.203,109.229,109.26,109.291,109.32,109.349,109.376,109.404,109.42
D1284_y,261.801,261.832,262.754,262.774,262.781,262.78,262.774,262.775,262.775,262.776,262.777,262.772,262.769,262.767,262.762,262.756,262.757,262.758,262.76,262.761,262.762,262.764,262.765,262.767,262.769,262.77,262.772,262.774,262.777,262.779,262.781,262.784,262.786,262.789,262.792,262.795,262.799,263.181,263.901,264.39,264.324,264.307,264.308,264.315,264.321,264.326,264.331,264.335,264.339,264.351
D1285_x,113.778,113.931,114.166,114.284,114.312,114.337,114.362,114.373,114.384,114.395,114.406,114.451,114.49,114.521,114.544,114.564,114.579,114.59,114.6,114.61,114.62,114.63,114.64,114.65,114.66,114.669,114.679,114.688,114.698,114.707,114.716,114.725,114.734,114.743,114.752,114.761,114.769,115.909,116.811,117.534,117.89,118.035,118.114,118.176,118.23,118.277,118.316,118.348,118.374,118.395
D1285_y,284.84,283.9,283.287,283.329,283.361,283.39,283.419,283.436,283.453,283.469,283.486,283.533,283.57,283.607,283.636,283.662,283.684,283.701,283.718,283.735,283.752,283.77,283.787,283.805,283.822,283.84,283.857,283.875,283.892,283.91,283.928,283.946,283.964,283.982,283.999,284.017,284.036,284.279,284.533,284.798,284.964,285.054,285.117,285.174,285.228,285.279,285.327,285.373,285.415,285.453
D1286_x,94.6392,94.7883,94.8004,94.8123,94.8127,94.8135,94.8186,94.8296,94.8408,94.9077,94.9862,95.0479,95.0957,95.1337,95.1665,95.1898,95.2005,95.2108,95.221,95.2311,95.2406,95.2499,95.2588,95.2674,95.2756,95.2836,95.2913,95.2989,95.3062,95.3134,95.3204,95.3271,95.3337,95.3402,95.3726,95.3775,97.4285,98.9398,100.246,100.624,100.673,100.694,100.717,100.739,100.76,100.781,100.801,100.82,100.839,100.857
D1286_y,279.52,279.162,279.19,279.219,279.305,279.39,279.451,279.482,279.51,279.414,279.304,279.231,279.193,279.179,279.176,279.19,279.229,279.258,279.286,279.314,279.342,279.371,279.399,279.428,279.456,279.485,279.513,279.542,279.571,279.599,279.628,279.657,279.686,279.714,279.691,279.72,276.518,274.655,273.421,273.276,273.325,273.339,273.35,273.363,273.377,273.391,273.405,273.42,273.436,273.452
D1287_x,145.856,145.622,144.609,144.442,144.304,141.948,139.745,138.852,137.991,137.571,137.458,137.443,137.44,137.437,137.433,137.43,137.426,137.422,137.418,137.414,137.41,137.406,137.401,137.397,137.392,137.387,137.382,137.375,137.369,137.362,137.355,137.348,137.34,137.332,137.324,137.316,137.308,137.299,137.29,137.281,137.272,137.262,137.252,137.242,137.218,137.198,137.179,137.159,137.139,137.119
D1287_y,177.991,177.951,177.879,177.873,177.869,177.612,177.162,176.938,176.726,176.631,176.604,176.598,176.594,176.589,176.584,176.579,176.574,176.569,176.563,176.557,176.551,176.545,176.538,176.531,176.524,176.517,176.509,176.501,176.493,176.484,176.475,176.466,176.457,176.447,176.437,176.427,176.416,176.405,176.394,176.383,176.371,176.36,176.347,176.335,176.337,176.34,176.342,176.344,176.347,176.349
D1288_x,71.0876,71.0575,71.0273,70.9971,70.9669,70.9368,70.9068,70.8916,70.8731,70.8547,70.8358,70.8208,70.8058,70.7909,70.776,70.7612,70.7465,70.7318,70.7154,70.6957,70.6731,70.6567,70.6395,70.6195,70.6007,70.5861,70.5712,70.5571,70.543,70.529,70.5151,70.5012,70.4874,70.4736,70.4599,70.4463,70.4327,70.4192,70.4057,70.3923,70.379,70.3657,70.3525,70.3393,70.3262,70.3132,70.3002,70.2873,70.2744,70.2616
D1288_y,176.074,176.06,176.046,176.031,176.017,176.002,175.987,175.974,175.961,175.947,175.934,175.921,175.907,175.894,175.881,175.867,175.854,175.84,175.826,175.812,175.798,175.784,175.77,175.755,175.741,175.727,175.713,175.699,175.685,175.67,175.656,175.641,175.627,175.613,175.598,175.583,175.569,175.554,175.539,175.524,175.509,175.494,175.479,175.464,175.449,175.434,175.419,175.404,175.388,175.373
D1289_x,344.824,344.005,343.961,343.961,343.961,343.962,343.963,343.963,343.964,343.965,343.965,343.966,344.006,344.033,344.052,344.074,344.098,344.122,344.145,344.169,344.194,344.22,344.248,344.275,344.299,344.318,344.335,344.351,344.365,344.38,344.397,344.414,344.431,344.448,344.465,344.482,344.499,344.516,344.533,344.55,344.568,344.585,344.603,344.62,344.638,344.657,344.675,344.693,344.712,344.73
D1289_y,356.91,356.762,356.752,356.745,356.738,356.732,356.725,356.717,356.71,356.703,356.695,356.688,356.575,356.501,356.451,356.434,356.412,356.391,356.372,356.351,356.328,356.302,356.275,356.249,356.231,356.224,356.224,356.228,356.235,356.238,356.238,356.239,356.239,356.239,356.239,356.24,356.24,356.24,356.241,356.241,356.241,356.241,356.241,356.241,356.24,356.239,356.237,356.236,356.235,356.234
D1290_x,100.012,100.037,100.044,100.047,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048
D1290_y,37.6133,37.6684,37.6839,37.689,37.6907,37.6913,37.6915,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916,37.6916
D1291_x,471.772,471.772,471.772,471.772,471.772,471.766,471.761,471.859,472.261,472.547,472.668,472.732,472.768,472.812,472.872,472.933,473.053,473.167,473.248,473.309,473.354,473.39,473.423,473.453,473.488,473.524,473.557,473.59,473.62,473.648,473.672,473.698,473.724,473.749,473.775,473.8,473.827,473.853,473.878,473.903,473.928,473.952,473.977,474.001,474.025,474.049,474.072,474.096,474.12,474.143
D1291_y,197.17,197.17,197.17,197.17,197.171,197.184,197.197,197.252,197.419,197.534,197.589,197.625,197.652,197.681,197.716,197.75,197.801,197.849,197.887,197.92,197.948,197.974,197.999,198.023,198.048,198.073,198.098,198.122,198.146,198.169,198.192,198.214,198.237,198.259,198.282,198.304,198.327,198.349,198.371,198.393,198.415,198.437,198.459,198.481,198.503,198.525,198.546,198.568,198.589,198.611
D1292_x,452.373,451.914,451.921,451.927,451.933,451.939,451.945,451.952,451.958,451.964,451.97,451.976,451.982,451.988,451.994,452.0,452.006,452.011,452.017,452.023,452.029,452.034,452.04,452.046,452.051,452.057,452.062,452.068,452.073,452.079,452.084,452.089,452.095,452.1,452.105,452.11,452.116,452.121,452.126,452.131,452.136,452.141,452.146,452.151,452.156,452.16,452.165,452.17,452.175,452.179
D1292_y,459.867,460.279,460.298,460.317,460.336,460.355,460.374,460.393,460.413,460.432,460.451,460.47,460.489,460.508,460.527,460.546,460.565,460.584,460.603,460.623,460.642,460.661,460.68,460.699,460.719,460.738,460.757,460.776,460.796,460.815,460.834,460.853,460.873,460.892,460.911,460.93,460.95,460.969,460.988,461.008,461.027,461.047,461.066,461.085,461.105,461.124,461.144,461.163,461.182,461.202
D1293_x,282.024,280.974,279.952,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884,279.884
D1293_y,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2
D1294_x,148.852,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389,148.389
D1294_y,496.008,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113,497.113
D1295_x,161.233,159.489,159.357,159.357,159.357,159.357,159.357,159.443,159.718,159.906,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929,159.929
D1295_y,304.723,306.572,306.728,306.728,306.728,306.728,306.728,306.715,306.659,306.618,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613,306.613
D1296_x,326.664,326.705,326.742,327.333,328.181,328.807,329.24,330.087,331.305,332.218,332.364,332.252,332.194,332.163,332.142,332.129,332.117,332.107,332.097,332.086,332.074,332.059,332.043,332.025,332.007,331.994,331.987,331.983,331.982,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.981,331.98,331.977,331.973,331.968,331.964,331.959,331.954,331.95
D1296_y,415.316,415.22,415.284,414.938,414.258,413.694,413.29,412.412,410.959,409.788,409.314,409.136,409.055,409.004,408.97,408.946,408.926,408.91,408.896,408.884,408.873,408.861,408.85,408.838,408.828,408.821,408.819,408.818,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.819,408.82,408.82,408.82,408.821
D1297_x,415.509,416.714,415.755,415.512,415.512,415.512,415.512,415.512,416.811,422.162,422.245,422.282,422.29,422.292,422.293,422.293,422.295,422.295,422.296,422.296,422.296,422.296,422.296,422.337,422.354,422.355,422.373,422.387,422.406,422.434,422.466,422.501,422.534,422.561,422.583,422.604,422.624,422.646,422.672,422.703,422.742,422.786,422.81,422.819,422.824,422.829,422.833,422.838,422.842,422.846
D1297_y,324.424,328.391,328.795,328.914,328.914,328.914,328.914,328.914,328.945,329.657,329.668,329.673,329.674,329.674,329.674,329.674,329.674,329.674,329.675,329.675,329.675,329.675,329.675,329.68,329.683,329.683,329.686,329.688,329.69,329.694,329.699,329.704,329.709,329.713,329.716,329.719,329.723,329.726,329.73,329.734,329.74,329.747,329.751,329.752,329.753,329.754,329.755,329.755,329.756,329.757
D1298_x,370.013,369.007,368.993,368.979,368.964,368.95,368.936,368.922,368.908,368.894,368.88,368.866,368.852,368.838,368.824,368.81,368.796,368.782,368.768,368.754,368.74,368.726,368.713,368.699,368.685,368.671,368.657,368.644,368.63,368.616,368.602,368.589,368.575,368.561,368.547,368.534,368.52,368.506,368.493,368.479,368.466,368.452,368.438,368.425,368.417,368.409,368.402,368.394,368.386,368.378
D1298_y,183.945,189.195,189.181,189.167,189.153,189.139,189.124,189.11,189.096,189.082,189.068,189.053,189.039,189.025,189.011,188.996,188.982,188.968,188.953,188.939,188.924,188.91,188.896,188.881,188.867,188.852,188.838,188.823,188.809,188.794,188.78,188.765,188.751,188.736,188.721,188.707,188.692,188.678,188.663,188.648,188.634,188.619,188.604,188.59,188.593,188.597,188.601,188.605,188.608,188.612
D1299_x,351.403,354.884,355.012,354.038,353.779,353.319,352.558,351.331,350.127,349.438,349.296,348.828,348.295,347.757,347.301,346.862,346.536,345.98,345.271,345.064,344.958,344.908,344.705,344.353,343.533,342.801,342.55,342.466,342.406,342.358,342.314,342.27,342.22,342.176,342.145,342.123,342.103,342.084,342.065,342.046,342.027,342.008,341.989,341.97,341.951,341.932,341.913,341.894,341.875,341.855
D1299_y,209.545,213.561,215.731,215.32,215.249,215.059,214.698,213.903,212.878,212.128,211.983,211.374,210.554,209.564,208.699,208.352,208.211,208.287,208.493,208.546,208.563,208.539,208.551,208.648,208.989,209.346,209.464,209.41,209.355,209.317,209.286,209.253,209.213,209.181,209.169,209.17,209.176,209.182,209.189,209.195,209.201,209.207,209.213,209.219,209.225,209.231,209.237,209.243,209.249,209.255
D1300_x,253.953,253.251,253.589,253.825,253.444,253.388,253.5,253.509,253.504,253.495,253.485,253.479,253.476,253.474,253.472,253.469,253.462,253.453,253.443,253.433,253.422,253.412,253.402,253.393,253.388,253.381,253.375,253.369,253.363,253.357,253.351,253.345,253.339,253.333,253.327,253.322,253.316,253.31,253.305,253.299,253.293,253.288,253.282,253.277,253.271,253.266,253.261,253.257,253.252,253.247
D1300_y,391.116,392.653,393.639,394.677,395.23,395.036,395.048,395.128,395.121,395.122,395.125,395.13,395.136,395.143,395.15,395.158,395.168,395.181,395.193,395.206,395.219,395.232,395.245,395.257,395.262,395.263,395.264,395.265,395.267,395.268,395.27,395.272,395.274,395.275,395.277,395.279,395.281,395.283,395.285,395.287,395.289,395.29,395.292,395.294,395.297,395.299,395.302,395.305,395.308,395.311
D1301_x,292.203,291.932,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.929,291.93,291.931,291.932,291.933,291.934,291.934,291.934,291.935,291.935,291.935,291.936,291.936,291.936,291.936,291.936,291.937,291.937,291.937,291.937,291.937,291.937,291.937,291.938,291.938,291.938,291.938,291.938,291.938,291.938,291.938,291.938,291.938
D1301_y,446.662,446.862,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.866,446.867,446.868,446.869,446.869,446.87,446.87,446.87,446.87,446.871,446.871,446.871,446.871,446.871,446.872,446.872,446.872,446.872,446.872,446.872,446.872,446.872,446.872,446.873,446.873,446.873,446.873,446.873,446.873,446.873,446.873,446.873,446.873
D1302_x,66.3492,66.4198,65.8553,65.4358,64.8889,63.6693,62.9198,62.7998,62.7914,62.7828,62.7666,62.6922,62.6078,62.511,62.4174,62.3364,62.2697,62.2152,62.1713,62.1409,62.1163,62.0973,62.0822,62.0701,62.0593,62.0484,62.0373,62.0261,62.0148,62.0033,61.9917,61.9799,61.968,61.956,61.9438,61.9357,61.9344,61.9327,61.9307,61.9283,61.9256,61.9225,61.919,61.9152,61.9111,61.9066,61.9017,61.8965,61.891,61.8851
D1302_y,274.384,274.227,272.6,271.573,270.433,268.506,267.513,267.382,267.401,267.42,267.429,267.362,267.284,267.192,267.107,267.039,266.989,266.955,266.934,266.93,266.932,266.942,266.957,266.975,266.995,267.015,267.036,267.056,267.076,267.097,267.117,267.138,267.159,267.179,267.2,267.216,267.224,267.232,267.241,267.25,267.26,267.27,267.28,267.291,267.302,267.313,267.325,267.337,267.349,267.362
D1303_x,68.1683,68.3332,68.4976,68.748,69.0953,69.5307,69.9265,70.187,70.3256,70.3929,70.4627,70.5614,70.6785,70.7937,70.8889,70.9586,71.0079,71.0379,71.0534,71.0607,71.0639,71.0662,71.0683,71.0702,71.0719,71.0735,71.0749,71.0762,71.0773,71.0783,71.0794,71.0805,71.0815,71.0824,71.083,71.0835,71.0838,71.0841,71.0843,71.0846,71.0848,71.0851,71.0853,71.0856,71.0859,71.0862,71.0865,71.0868,71.0871,71.0874
D1303_y,109.352,109.321,109.293,109.255,109.211,109.171,109.149,109.141,109.14,109.14,109.14,109.141,109.144,109.147,109.151,109.154,109.157,109.159,109.159,109.16,109.16,109.16,109.16,109.16,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.161,109.162
D1304_x,266.003,265.863,268.822,268.284,270.198,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284,268.284
D1304_y,482.661,484.79,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2
D1305_x,330.21,330.118,329.526,328.996,328.525,328.211,328.068,327.882,327.49,327.171,327.005,326.909,326.864,326.836,326.818,326.805,326.795,326.786,326.779,326.771,326.764,326.756,326.748,326.74,326.732,326.727,326.724,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.723,326.722,326.721,326.72,326.72,326.719,326.718,326.717
D1305_y,404.271,404.133,404.023,403.457,402.663,402.11,401.75,401.023,400.004,399.344,399.025,398.84,398.752,398.699,398.664,398.639,398.619,398.602,398.587,398.573,398.559,398.544,398.529,398.512,398.497,398.486,398.481,398.48,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.479,398.478,398.477,398.476,398.474,398.473,398.471,398.469,398.468
D1306_x,276.392,269.493,268.751,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805,269.805
D1306_y,494.861,495.807,497.198,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7,505.7
D1307_x,179.868,179.589,177.658,177.659,177.178,176.829,176.566,176.34,176.205,176.164,176.167,176.152,176.136,176.124,176.114,176.105,176.096,176.087,176.078,176.068,176.059,176.051,176.041,176.032,176.023,176.015,176.006,175.997,175.997,175.997,175.997,175.996,175.996,175.996,175.996,175.994,175.993,175.992,175.991,175.99,175.988,175.987,175.986,175.984,175.983,175.982,175.98,175.978,175.977,175.975
D1307_y,204.292,204.806,206.02,205.596,205.757,205.873,205.963,206.041,206.102,206.143,206.179,206.216,206.25,206.28,206.309,206.338,206.368,206.397,206.426,206.455,206.484,206.512,206.541,206.57,206.599,206.627,206.656,206.684,206.711,206.738,206.766,206.793,206.82,206.847,206.874,206.9,206.927,206.954,206.981,207.007,207.034,207.06,207.086,207.113,207.139,207.165,207.191,207.217,207.242,207.268
D1308_x,247.737,247.737,247.86,248.306,248.34,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364,248.364
D1308_y,427.479,427.479,427.293,426.431,426.364,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316,426.316
D1309_x,285.209,284.767,284.767,284.767,284.767,284.767,284.864,284.947,284.894,284.877,284.876,284.89,284.901,284.907,284.899,284.882,284.859,284.836,284.817,284.807,284.8,284.796,284.793,284.79,284.789,284.787,284.786,284.786,284.786,284.786,284.786,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.785,284.784,284.784,284.784,284.785,284.783,284.777
D1309_y,125.9,123.273,123.219,123.217,123.215,123.239,123.232,123.221,123.218,123.216,123.216,123.217,123.218,123.218,123.218,123.217,123.215,123.214,123.213,123.212,123.212,123.212,123.212,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.211,123.199,123.17,123.142
D1310_x,456.889,457.118,457.118,457.118,458.222,458.605,458.605,458.605,458.605,458.605,458.605,458.605,459.268,459.937,460.39,460.663,460.735,460.751,461.123,461.381,461.574,461.664,461.933,462.249,462.568,462.904,463.329,463.735,464.072,464.313,464.468,464.565,464.627,464.668,464.697,464.722,464.744,464.766,464.796,464.848,464.944,465.086,465.137,465.154,465.165,465.175,465.185,465.196,465.207,465.217
D1310_y,257.125,258.047,258.047,258.047,258.842,259.247,259.247,259.247,259.247,259.247,259.247,259.247,259.313,259.423,259.532,259.618,259.642,259.648,259.777,259.869,259.94,259.972,260.074,260.197,260.326,260.468,260.66,260.855,261.028,261.157,261.243,261.297,261.333,261.356,261.373,261.387,261.4,261.413,261.431,261.462,261.52,261.609,261.641,261.651,261.659,261.665,261.672,261.678,261.686,261.692
D1311_x,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409,362.409
D1311_y,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407,378.407
D1312_x,348.601,347.613,347.253,347.232,347.211,347.19,347.17,347.149,347.128,347.108,347.088,347.067,347.047,347.027,347.007,346.987,346.967,346.948,346.928,346.908,346.889,346.87,346.85,346.831,346.812,346.793,346.774,346.756,346.737,346.718,346.7,346.682,346.663,346.645,346.627,346.609,346.592,346.574,346.556,346.539,346.521,346.504,346.487,346.47,346.453,346.436,346.419,346.403,346.386,346.37
D1312_y,127.785,125.913,125.415,125.386,125.357,125.328,125.298,125.269,125.24,125.211,125.182,125.153,125.124,125.095,125.066,125.037,125.008,124.979,124.95,124.921,124.892,124.863,124.834,124.805,124.777,124.748,124.719,124.69,124.661,124.633,124.604,124.575,124.546,124.518,124.489,124.461,124.432,124.403,124.375,124.346,124.318,124.289,124.261,124.232,124.204,124.175,124.147,124.118,124.09,124.062
D1313_x,228.07,233.84,238.012,240.857,241.647,242.945,243.627,243.586,243.707,243.83,243.845,243.852,244.224,244.302,244.303,244.303,244.898,245.902,246.409,246.674,246.786,246.825,246.862,246.898,246.931,246.96,246.987,247.011,247.033,247.053,247.07,247.086,247.101,247.113,247.125,247.135,247.143,247.151,247.158,247.163,247.168,247.172,247.176,247.179,247.181,247.183,247.185,247.187,247.188,247.189
D1313_y,48.8031,49.6563,50.5462,50.0045,49.5203,49.6532,49.5677,49.147,48.9278,48.6352,48.4641,48.4094,47.839,47.6136,47.5332,47.515,47.3401,47.0065,46.8224,46.7213,46.6778,46.6629,46.6486,46.635,46.6227,46.6116,46.6016,46.5926,46.5845,46.5773,46.5708,46.5649,46.5597,46.5551,46.5509,46.5473,46.5441,46.5413,46.5389,46.5368,46.5351,46.5336,46.5323,46.5312,46.5303,46.5295,46.5288,46.5282,46.5278,46.5273
D1314_x,474.904,474.938,474.957,474.991,475.025,475.06,475.094,475.128,475.163,475.196,475.23,475.263,475.296,475.329,475.361,475.394,475.427,475.46,475.492,475.525,475.558,475.591,475.624,475.657,475.69,475.723,475.756,475.789,475.823,475.856,475.889,475.908,475.927,475.947,475.966,475.985,476.004,476.024,476.043,476.062,476.081,476.101,476.12,476.139,476.158,476.178,476.197,476.216,476.235,476.255
D1314_y,62.8805,62.8781,62.8725,62.8699,62.8676,62.8653,62.863,62.8607,62.8584,62.8561,62.8537,62.8511,62.8486,62.846,62.8435,62.8409,62.8384,62.8359,62.8334,62.831,62.8285,62.8261,62.8237,62.8213,62.8189,62.8166,62.8142,62.8119,62.8096,62.8073,62.805,62.7996,62.7942,62.7887,62.7833,62.7779,62.7725,62.7671,62.7617,62.7563,62.7509,62.7455,62.7401,62.7347,62.7293,62.7239,62.7185,62.7131,62.7077,62.7024
D1315_x,254.974,250.461,250.864,251.741,252.656,253.253,253.553,253.724,253.789,253.808,253.81,253.809,253.808,253.808,253.807,253.807,253.806,253.806,253.806,253.806,253.806,253.806,253.806,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807,253.807
D1315_y,418.413,416.203,416.089,415.352,415.597,415.797,415.942,416.029,416.063,416.073,416.074,416.074,416.073,416.073,416.073,416.073,416.072,416.072,416.072,416.072,416.072,416.072,416.072,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073,416.073
