number_of_frames,number_of_recordings,num_droplets,screen_width,screen_height,droplet_radius,max_random_velocity,max_intrinsic_velocity,disappearing_droplets,disappear_probability,attraction_points,attraction_movement,num_attractions,attraction_radius,attraction_strength,attraction_strength_droplets,attraction_speed,repulsion_points,repulsion_movement,num_repulsions,repulsion_radius,repulsion_strength,repulsion_strength_droplets,larger_droplet,larger_droplet_radius,larger_droplet_speed_x,larger_droplet_speed_y,larger_droplet_start_x,larger_droplet_start_y,location_data_file,meta_data_file
100,10,1500,500,500,7,0.2,0.2,0,0.01,0,0,4,100,0.2,0.03,1,0,0,10,80,0.2,0.03,0,80,0.3,0.01,100,250,../data/location_data_1500_7_L0_A0_R0.csv,../data/meta_data_1500_7_L0_A0_R0.csv
