,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D324_x,314.337,314.71,314.71,314.71,314.71,314.71,314.71,314.719,314.794,314.836,314.853,314.853,314.853,314.853,314.853,314.853,314.853,315.2,319.741,319.74
D324_y,5.45494,5.92369,5.92369,5.92369,5.92369,5.92369,5.92369,5.89611,5.67977,5.56491,5.51938,5.51938,5.51938,5.51938,5.51938,5.51937,5.51932,4.63791,5.44935,5.16817
D325_x,266.939,260.016,259.102,268.682,254.257,240.525,226.623,211.187,210.131,205.928,209.811,203.469,199.998,196.606,190.57,185.392,186.256,190.534,190.33,190.208
D325_y,350.586,354.326,351.996,349.282,336.36,325.476,322.245,319.379,310.338,316.402,323.691,322.855,321.726,319.632,322.885,323.568,321.31,322.445,324.928,328.581
D326_x,290.267,285.243,280.542,279.995,267.558,264.855,274.986,276.41,271.195,265.258,260.521,254.359,252.87,257.169,259.248,260.522,255.243,249.999,246.603,241.758
D326_y,360.332,364.245,361.835,358.863,336.857,338.58,347.625,343.275,347.344,339.827,331.6,327.89,320.492,317.636,313.292,308.248,305.523,302.078,299.13,298.065
D327_x,39.5106,46.068,46.7339,48.0066,48.6126,47.7948,46.0436,44.7052,44.5291,44.5287,42.6549,42.7604,42.7754,42.7745,42.7682,42.7513,42.7358,42.7284,42.7211,42.711
D327_y,74.8055,77.0477,75.4094,75.9145,74.8972,75.1738,75.698,77.4753,78.5289,78.7343,79.0751,79.5199,79.5465,79.5665,79.5808,79.6001,79.6158,79.6232,79.6302,79.6394
D328_x,44.7358,44.6485,44.6485,44.6485,44.6485,44.5717,44.3492,41.9182,38.511,38.2826,38.6143,37.4197,26.6554,25.8573,20.4805,17.7469,15.5011,21.0824,27.4873,30.9111
D328_y,420.934,420.996,420.996,420.996,420.996,421.05,421.19,422.459,423.069,422.933,423.116,422.265,427.772,430.685,426.628,428.106,429.274,430.651,426.777,424.518
D329_x,364.918,356.477,349.248,340.728,331.968,324.232,319.744,323.693,327.413,326.891,328.174,332.253,329.664,341.86,339.64,335.151,328.408,335.846,338.217,337.133
D329_y,400.342,398.149,404.159,411.408,420.892,432.247,440.996,445.672,450.755,458.687,462.852,471.667,480.151,489.69,498.977,491.38,489.26,485.268,488.453,489.111
D330_x,263.697,265.958,263.815,265.051,267.247,293.065,291.047,281.935,268.411,252.098,250.336,244.068,242.434,241.555,243.54,244.415,248.096,247.289,243.311,240.88
D330_y,336.398,343.703,341.03,339.213,315.795,302.285,301.548,334.379,329.379,328.653,313.865,310.475,307.546,306.811,304.083,299.245,292.843,287.596,280.57,277.035
D331_x,98.7115,99.5606,102.152,103.818,104.805,105.549,105.342,104.64,103.324,104.244,105.121,100.774,86.7972,85.0704,74.3259,75.3972,78.3036,82.4124,71.6448,69.5061
D331_y,234.386,255.677,259.944,264.481,269.378,273.288,278.269,283.218,287.588,292.099,301.885,308.644,317.322,314.837,326.564,323.14,318.312,322.171,324.755,323.964
D332_x,333.738,324.619,315.667,310.188,298.194,297.242,296.992,305.203,313.072,327.088,329.637,337.133,323.477,315.079,308.508,299.496,298.143,300.445,300.703,300.91
D332_y,437.69,444.491,449.369,454.85,454.921,458.758,467.474,458.968,471.724,471.699,477.832,475.511,477.619,458.769,457.06,451.938,447.923,446.721,446.577,446.532
D333_x,63.0106,64.8689,63.0847,61.2433,58.5005,63.0874,52.2859,50.2282,49.5978,46.8024,43.7385,42.2682,40.9883,34.5965,35.3872,35.1069,34.0828,27.606,21.404,21.423
D333_y,290.955,295.044,299.619,304.433,302.289,290.514,285.353,289.292,295.685,300.719,300.575,302.746,304.183,303.607,299.177,297.611,296.308,291.171,288.138,288.121
D334_x,451.208,453.325,453.389,453.496,453.51,453.513,453.638,453.882,455.005,461.559,454.15,449.062,458.244,451.506,444.668,430.54,442.007,440.916,435.416,435.444
D334_y,176.454,181.64,181.753,181.778,181.822,181.83,181.89,182.253,188.264,185.616,195.001,181.151,153.858,122.865,111.265,110.168,116.225,117.62,110.146,110.026
D335_x,432.505,432.213,432.213,430.968,433.0,436.674,444.943,443.569,445.619,448.274,452.712,442.098,451.204,430.105,430.208,429.646,443.475,448.902,450.763,456.307
D335_y,291.885,292.172,292.172,293.974,293.904,292.438,284.874,280.112,278.642,277.75,263.744,254.455,285.393,294.464,324.073,327.205,306.535,293.894,287.237,279.633
D336_x,221.77,223.997,222.371,219.32,215.954,215.082,207.775,206.496,210.48,217.352,211.443,204.187,203.993,208.64,205.927,200.558,191.917,189.257,191.589,194.409
D336_y,303.898,299.934,299.362,294.101,283.184,296.505,317.994,314.886,291.935,293.292,297.501,290.604,283.159,274.303,275.079,273.503,267.748,266.523,268.989,271.849
D337_x,10.5156,13.4917,16.2768,16.5079,16.138,19.2715,19.1701,20.0488,20.121,20.1362,20.1661,20.1661,20.1661,20.1661,20.1661,20.1661,20.1661,20.1661,20.1661,20.1661
D337_y,92.7629,94.4023,88.6833,88.1932,86.1099,84.2436,83.8506,87.2483,88.1168,88.1199,85.6783,85.6783,85.6783,85.6783,85.6783,85.6783,85.6783,85.6783,85.6783,85.6783
D338_x,95.8981,90.7944,91.4737,91.6478,94.8457,94.9447,94.9477,96.6484,97.8638,97.8907,99.797,100.417,100.807,100.959,101.006,100.897,100.904,98.5909,101.5,101.391
D338_y,107.713,110.586,110.77,111.032,110.935,110.884,110.884,110.164,110.986,110.997,111.422,111.746,111.873,111.723,110.993,111.035,111.028,111.237,111.06,111.514
D339_x,193.895,197.468,190.355,200.755,197.226,186.67,203.178,208.862,207.698,210.867,212.186,212.873,213.109,216.531,216.834,217.5,224.871,224.043,223.602,215.628
D339_y,217.921,206.182,196.128,217.61,235.581,228.413,224.945,216.679,207.404,199.492,198.851,195.383,191.106,186.942,184.606,179.183,177.804,175.739,173.059,163.555
D340_x,144.114,162.549,179.507,193.518,183.739,183.3,182.173,180.881,179.958,179.958,179.958,179.794,179.794,179.794,179.794,181.344,181.835,187.203,189.89,194.551
D340_y,154.801,162.34,155.829,143.803,132.973,133.966,133.075,132.324,132.005,132.005,132.005,131.964,131.964,131.964,131.964,128.373,124.047,121.723,119.764,121.912
D341_x,121.528,140.366,135.124,134.233,137.069,140.876,144.528,148.004,151.281,154.333,157.136,159.665,161.898,163.814,165.396,166.634,167.52,168.054,168.24,168.048
D341_y,204.776,232.516,215.003,209.225,203.129,199.887,196.473,192.88,189.104,185.145,181.006,176.694,172.221,167.603,162.861,158.018,153.098,148.128,143.133,138.488
D342_x,355.046,359.926,363.828,365.877,369.297,373.329,382.197,387.557,381.553,376.661,366.209,347.478,341.585,334.777,331.266,331.419,337.325,333.534,336.609,340.449
D342_y,303.577,299.874,296.388,291.418,287.106,284.087,280.564,281.553,288.225,299.459,309.767,305.537,297.356,296.136,291.917,278.373,282.177,278.154,276.284,270.236
D343_x,394.12,395.111,395.405,400.429,399.732,402.608,408.919,414.533,414.96,427.895,423.373,433.98,454.825,476.89,465.854,465.718,455.673,446.07,453.057,444.971
D343_y,269.649,278.556,285.904,281.864,272.942,271.009,263.987,259.524,257.619,268.455,272.595,262.491,295.541,314.541,332.574,349.794,354.025,343.127,333.204,334.716
D344_x,152.465,153.155,147.459,164.156,166.594,182.138,172.062,186.963,204.842,194.822,185.224,179.88,177.075,174.082,168.118,163.091,158.203,153.598,153.097,155.696
D344_y,312.558,301.491,299.048,306.554,310.286,318.858,317.665,316.911,311.378,304.812,309.347,310.081,323.948,323.054,321.245,320.831,320.247,321.796,326.516,330.761
D345_x,368.926,373.842,378.425,380.758,384.62,389.992,392.914,394.457,396.69,387.154,389.058,394.845,402.642,391.604,388.817,386.554,381.521,372.249,368.377,364.957
D345_y,353.213,346.668,338.252,333.331,333.729,330.309,329.292,327.376,324.517,329.286,336.588,338.757,340.493,349.824,353.521,357.61,357.25,349.407,342.654,337.257
D346_x,24.6128,24.6128,24.6128,24.6128,24.6128,24.6128,24.6128,24.6128,24.6128,24.5904,23.449,22.5116,21.7677,21.7666,21.7521,21.7506,21.6378,21.345,25.8442,29.7892
D346_y,459.704,459.704,459.704,459.704,459.704,459.704,459.704,459.704,459.704,459.774,463.006,464.929,465.82,465.823,465.866,465.871,466.219,467.001,474.728,472.819
D347_x,342.129,340.039,340.039,340.039,340.039,344.134,348.703,362.204,366.468,369.593,392.364,425.653,436.841,474.048,493.048,493.868,466.559,475.805,481.963,472.749
D347_y,217.503,218.97,218.97,218.97,218.97,215.883,205.015,213.517,221.378,219.713,222.566,235.49,237.197,233.619,243.572,280.491,291.946,296.535,292.008,293.5
D348_x,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421,153.421
D348_y,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129,6.50129
D349_x,219.159,222.15,228.395,227.122,228.81,229.604,224.255,217.606,208.993,210.068,209.74,199.607,205.212,200.543,197.537,185.891,185.983,185.905,184.676,179.863
D349_y,426.365,431.257,432.112,440.362,442.698,448.142,454.393,467.914,474.14,480.684,501.468,480.675,481.837,489.697,489.408,496.397,494.592,494.618,496.803,495.615
D350_x,380.717,380.913,380.913,380.913,380.913,380.913,382.943,385.275,386.071,387.499,386.028,383.642,374.203,374.988,370.317,363.247,356.779,353.853,351.627,351.618
D350_y,108.604,108.952,108.952,108.952,108.952,108.952,108.244,108.828,107.582,107.428,103.025,95.491,83.5218,81.8423,87.2712,82.1359,80.0163,79.4045,78.4864,78.4814
D351_x,383.069,383.069,383.069,383.069,383.069,383.069,383.069,396.695,393.365,405.284,401.155,431.96,428.16,433.276,431.089,428.944,424.126,421.232,423.506,423.508
D351_y,201.84,201.84,201.84,201.84,201.84,201.84,201.84,190.966,178.704,162.786,147.687,134.258,132.891,129.36,121.222,120.837,126.917,122.571,118.591,118.586
D352_x,480.536,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277,481.277
D352_y,13.3846,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037,14.0037
D353_x,191.685,195.494,196.916,197.485,190.961,181.923,177.668,173.476,168.62,183.315,192.43,193.71,189.116,188.097,184.011,181.422,181.549,177.91,179.153,185.107
D353_y,362.702,359.124,354.077,349.135,345.588,347.377,351.837,351.323,346.703,347.31,332.72,338.804,340.842,347.741,351.645,353.37,358.195,361.517,359.793,370.276
D354_x,467.005,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074,467.074
D354_y,4.08849,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053,4.02053
D355_x,257.655,257.738,257.738,257.738,257.738,258.079,258.274,258.712,257.732,257.712,258.056,257.143,256.941,256.561,256.557,256.548,256.548,256.549,253.43,253.068
D355_y,69.9591,69.9647,69.9647,69.9647,69.9647,66.6162,64.4103,63.6418,63.1255,63.1289,63.2739,62.9812,63.4375,64.8454,64.8716,64.935,64.931,64.9266,62.7069,62.2759
D356_x,33.364,32.7679,32.768,32.5952,32.0639,31.6451,32.2605,32.0748,33.0044,33.0044,31.6292,31.5533,33.2941,33.4429,28.8238,26.3643,26.3243,31.6513,36.2619,44.1844
D356_y,383.769,383.593,383.593,383.77,384.651,385.124,387.628,389.202,394.945,394.945,398.419,398.547,403.442,408.508,412.415,414.573,414.893,415.81,413.81,421.583
D357_x,447.528,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.115,446.122,446.12,446.12,446.12,446.119
D357_y,23.5263,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6128,22.6078,22.6051,22.6051,22.6051,22.5918
D358_x,213.38,220.861,222.064,222.34,229.599,234.935,224.151,216.312,197.853,187.791,174.649,169.3,152.135,149.197,151.308,150.207,151.895,151.252,150.567,159.647
D358_y,330.198,337.809,339.232,344.889,341.378,327.045,327.964,336.286,345.775,342.685,353.104,356.394,360.121,358.93,358.987,362.913,368.093,375.413,378.387,380.386
D359_x,212.31,215.74,220.063,224.946,227.118,226.187,220.547,214.557,199.791,198.827,187.909,185.736,210.284,216.755,212.068,211.004,211.475,216.122,217.179,213.466
D359_y,418.695,420.147,421.345,423.511,426.841,432.4,433.568,437.358,444.775,443.454,436.439,433.413,426.078,447.902,449.986,460.609,458.007,451.423,448.546,443.063
D360_x,158.971,157.184,152.527,147.75,142.929,141.382,141.294,141.584,142.915,142.408,142.944,144.013,152.439,162.795,163.782,179.746,189.547,192.746,196.376,200.201
D360_y,386.666,382.608,380.796,379.323,377.995,377.59,380.554,385.566,390.559,392.103,393.195,395.249,404.222,404.607,409.444,404.818,404.96,401.335,398.126,396.585
D361_x,265.872,267.94,268.412,265.43,262.265,263.608,259.626,256.59,249.916,249.375,249.37,249.141,250.179,250.179,250.181,250.99,259.901,263.087,263.036,263.427
D361_y,152.949,154.202,155.039,157.281,156.548,154.001,142.214,138.31,136.793,135.879,135.864,136.023,134.898,134.898,134.898,134.335,131.642,127.396,123.929,119.828
D362_x,26.9165,22.1114,18.6695,15.8392,12.9537,10.1755,4.08182,5.69001,8.88247,10.2249,18.03,18.0265,19.2355,21.1772,21.1819,21.1819,22.0879,24.0562,24.1483,22.5568
D362_y,259.799,257.022,258.534,255.81,248.807,245.412,240.42,236.122,240.142,240.223,238.477,238.466,238.663,240.012,240.017,240.017,238.716,238.578,238.474,239.214
D363_x,384.536,388.488,391.294,394.297,383.129,386.867,384.446,378.539,397.59,389.475,410.913,403.931,382.417,380.488,382.084,372.586,373.929,374.063,375.108,375.283
D363_y,322.374,316.973,309.676,309.012,299.918,296.204,292.325,274.475,263.61,266.537,275.592,297.786,314.296,324.2,323.848,328.007,335.446,322.208,323.912,308.635
D364_x,196.861,201.805,206.76,211.737,216.475,214.133,209.673,205.002,199.202,197.558,197.784,188.208,175.956,155.106,154.049,173.304,187.391,185.852,182.557,180.229
D364_y,393.025,393.771,394.443,394.907,393.926,390.067,387.821,386.037,384.616,390.688,400.861,401.834,398.681,404.155,398.128,400.293,397.535,401.03,403.039,398.57
D365_x,377.056,378.888,382.686,387.508,399.34,407.204,423.706,424.582,425.786,431.352,443.216,433.195,442.824,454.483,452.159,469.651,471.159,455.156,466.404,457.207
D365_y,294.796,290.966,287.232,292.797,293.732,293.817,298.887,300.059,300.134,305.63,307.156,307.509,301.136,317.495,321.766,342.467,357.708,355.517,345.728,359.309
D366_x,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.578,255.458,255.359,255.353,255.353,255.353,255.353
D366_y,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,10.2327,9.97598,9.751,9.73758,9.73758,9.73745,9.73745
D367_x,20.9851,14.688,16.4677,17.9433,15.1203,12.5537,12.0545,12.491,6.4642,2.67543,2.51981,2.48011,2.48008,2.49692,2.50361,2.5079,2.73802,2.66663,-0.442207,1.19164
D367_y,147.25,151.282,152.258,156.821,156.581,156.578,158.212,158.571,163.987,169.791,172.801,172.793,172.793,172.796,172.797,172.798,173.252,172.684,173.619,172.564
D368_x,30.7782,22.1341,16.1189,11.0729,10.363,7.59239,9.36677,4.26484,7.23278,7.10279,6.12433,5.64549,5.59835,5.51092,5.51092,5.51092,1.78609,-1.10456,4.13301,4.13299
D368_y,221.12,220.395,217.374,216.838,218.476,219.168,218.478,209.623,200.862,199.433,199.212,199.008,198.983,198.93,198.93,198.93,200.618,205.377,200.122,200.122
D369_x,112.15,109.361,111.002,112.361,112.413,111.354,113.251,117.372,118.094,119.958,119.492,120.767,110.712,104.999,102.006,99.4734,100.204,94.3511,85.016,77.683
D369_y,400.352,405.8,408.264,406.135,405.967,405.478,405.599,405.54,406.123,404.218,400.618,397.979,403.439,404.196,411.272,408.54,408.068,407.66,403.648,394.181
D370_x,323.017,323.516,323.528,323.666,324.931,329.234,344.787,351.82,367.548,365.629,369.648,382.067,381.172,378.506,375.459,374.35,373.635,373.548,376.8,376.797
D370_y,181.507,181.631,181.649,181.862,182.932,175.269,171.575,176.563,158.657,148.081,142.071,142.198,140.297,143.983,144.183,145.23,145.685,145.07,144.666,144.658
D371_x,318.033,318.099,318.099,313.709,309.671,319.227,313.17,297.934,298.485,298.776,290.444,277.809,252.839,256.056,258.524,254.147,265.046,267.121,264.533,264.389
D371_y,492.748,492.747,492.747,489.092,490.845,493.314,492.397,489.345,501.403,492.27,490.918,486.582,468.397,462.882,452.914,452.653,452.271,446.259,447.581,447.624
D372_x,76.3707,72.828,71.7177,70.2768,65.499,64.6766,60.8462,58.7588,63.0644,58.9034,55.3534,51.7056,50.5841,44.1122,41.0823,39.8884,38.697,34.6462,39.4933,36.2645
D372_y,308.688,309.742,313.304,314.556,313.482,312.391,305.99,302.428,298.447,298.519,299.852,299.0,300.135,297.977,296.56,293.357,291.884,287.445,284.939,281.645
D373_x,198.623,204.485,206.991,207.661,204.932,208.358,203.683,202.956,200.831,176.943,175.37,171.156,177.797,178.807,179.944,184.228,185.579,182.058,183.321,189.992
D373_y,329.241,335.634,336.689,338.99,335.883,345.932,350.414,351.347,350.642,363.568,358.602,370.13,376.956,365.854,370.201,372.709,377.828,385.772,392.104,395.674
D374_x,116.518,114.939,115.335,117.077,118.224,119.192,125.106,127.342,139.745,150.212,162.164,148.371,143.82,138.121,138.241,131.83,131.695,128.133,122.816,118.381
D374_y,334.154,330.838,330.766,328.362,329.233,331.995,339.443,340.376,331.382,330.026,330.039,328.456,316.26,314.182,315.524,313.043,308.342,311.627,311.757,313.896
D375_x,464.785,464.785,464.785,464.785,464.908,463.774,463.774,463.952,467.753,468.776,478.372,481.118,479.894,459.306,480.135,449.974,450.185,450.185,450.185,450.185
D375_y,210.97,210.97,210.97,210.97,211.155,207.756,207.756,205.989,204.617,204.623,207.847,214.675,204.323,203.231,189.785,191.116,191.511,191.511,191.511,191.511
D376_x,212.404,215.372,218.819,222.138,222.994,222.059,217.968,213.858,206.29,205.32,198.107,196.818,183.195,175.811,172.833,163.438,157.864,157.799,155.844,155.844
D376_y,416.777,413.542,414.988,417.742,421.96,427.197,427.591,430.176,431.941,432.664,429.396,430.12,439.138,441.707,446.948,454.495,451.526,450.404,449.392,449.392
D377_x,286.9,281.559,278.04,272.087,257.27,269.139,278.977,271.425,264.249,253.087,241.843,232.515,228.462,236.049,238.116,240.254,241.912,242.783,242.52,242.477
D377_y,387.135,386.367,386.009,376.035,365.008,374.333,381.641,381.171,379.255,376.211,375.086,378.815,383.964,392.847,391.893,390.096,386.129,384.06,384.507,384.446
D378_x,280.277,277.632,278.836,279.74,286.88,280.173,291.082,274.995,263.344,268.088,263.167,248.122,246.409,245.92,242.573,251.926,254.487,261.427,253.191,248.642
D378_y,267.732,263.801,262.586,262.747,272.487,265.658,263.569,266.859,272.298,273.724,257.777,240.63,232.464,227.461,220.498,214.104,218.811,212.877,198.904,190.665
D379_x,157.327,160.954,155.863,142.522,146.842,148.173,150.897,149.571,155.896,162.318,169.44,163.739,148.6,140.265,145.838,141.517,149.317,148.614,149.494,152.36
D379_y,331.312,330.572,326.873,334.538,336.616,343.331,345.617,354.602,358.185,344.038,356.801,359.183,358.744,356.356,361.661,365.747,362.252,363.757,365.261,363.462
D380_x,48.3354,47.9395,47.8746,47.6773,47.1716,46.7835,46.768,45.5043,45.5266,51.8074,56.6502,60.5612,63.8899,68.8485,67.3957,70.5531,63.7905,56.6632,63.581,56.2207
D380_y,356.757,360.042,360.035,360.604,360.811,361.914,361.959,364.813,370.645,377.441,375.974,375.473,374.612,376.666,372.185,372.498,379.53,375.786,376.783,372.841
D381_x,167.739,166.981,167.877,167.369,161.787,158.81,156.835,157.351,141.866,138.606,137.236,136.733,132.846,131.297,132.921,135.953,131.823,131.014,128.901,126.379
D381_y,473.676,474.28,476.287,474.901,471.333,468.547,469.437,465.79,456.845,453.113,452.598,450.861,450.855,451.134,450.916,447.498,454.789,454.159,454.045,450.105
D382_x,23.1315,16.1142,11.1259,0.449115,10.5217,10.8067,11.5576,11.5843,10.2175,7.48698,8.90063,8.87645,8.87642,8.89844,8.90505,8.90945,9.10537,9.10174,6.11025,4.43753
D382_y,204.273,201.418,198.219,179.454,173.669,174.308,175.242,181.547,176.017,173.939,173.377,173.152,173.152,172.999,172.955,172.926,172.223,172.216,171.63,166.035
